test_ID,tweet,capital_count,exclamation_count,word_count,char_count,word_capital_count
3318, username  sebenarnya 2 kubu sama aja doyan mempolitisir agama  apalagi kel wiro sableng  parah begitulah nasib bangsa negara yg tak melewati abad pencerahan ga bs move on dr agama,"6 ",0,37,185,0
3319,hari libur memang dari senin mingu hari yang paling nikmat menurut kalian apa,"0 ",0,12,77,0
3320,cibe kirimkan nomor indah dong  gc,"0 ",1,7,34,0
3321,sunguh bahagia nya dirimu oh teman ku lalala ï ½   â     ï ½,"0 ",0,15,60,0
3322,susah anak lspr mah beda ye nyuk,"0 ",0,7,32,0
3323,tidak apan si ndut wah enak tuh uniririany  polbek itu baju yang kesangkut di paku terus jadinya,"0 ",0,17,96,0
3324,apa yang dirasa kalau endingnya bakal kaya gini,"0 ",0,8,47,0
3325,sudah sabar sekali mending kalau anaknya sopan lah ini nyolot emotxdatar  iat,"0 ",0,11,68,0
3326,semangat wiwi jangan lupa juga kesehatan nya,"0 ",0,7,44,0
3327,ah jahat nih   emotxsenyum   emotxsenyum   ,"0 ",0,12,21,0
3328, emotxtawa  katanya cakap alami tapi kenapa avanya hasil editan semua mblo  emotxdatar   herangkuja,"0 ",0,14,83,0
3329,kaya di teater musium geologi kgnbgtbgtbgtbgt coba saja punya mesin waktu mau balik ke 5 6 juni,"0 ",0,16,95,0
3330,tidak usah ham hem ham hem mulut kamu bau spiteng,"0 ",0,9,49,0
3331,enak itu kalau makan d suapin mamah  emotxtawa    d,"0 ",0,10,44,0
3332,kadang lagu rege kadang lagu padang  emotxsenyum    aliranmu yang benar yang mana  ,"0 ",0,16,73,0
3333,pio selingkuh sama adam malas you is not the first but you were the last one in my life believe  â  ,"0 ",1,24,100,0
3334,salah masang capai in  ï ½ _  ï ½  ï ½ emotxdatar  ï ½  ï ½_ï ½ ï ½  ï ½oï ½ ï ½  ï ½ ï ½  â ¾_â ¾ï ½ ,"0 ",0,32,93,0
3335,tadi saya niatnya mau benar benar neraktir kalian tapi tidak jadi   miror please kamu biangnya,"0 ",1,15,94,0
3336,iya sales mau tidak lumayan dapat kendaran,"0 ",0,6,42,0
3337,sok lah   kamu kan juga sok   sok suci  emotxejek   emotxtawa ,"0 ",2,13,52,0
3338,bingung saja perasanmu pas kamu pergi tapi lupa ngecharge hp sebelumnya  j  ,"0 ",0,14,76,0
3339,he tidak boleh protes ya kamu  alay najes 3,"0 ",1,8,43,0
3340,punya teman pada ambegan semuah   aneh  emotxdatar ,"0 ",1,8,42,0
3341,7 juli 2018 selamat datang di palembang antho morgante  afs belgia   dan lucia montini  afs italia  senang akhirnya bertemu kalian        welcome to palembang,"14 ",1,27,158,2
3342,memang dasarnya saja kamu kebo kalau sudah kenyang itu kenapa bawanya suka ngantuk,"0 ",0,13,82,0
3343,ayu tongtong refalina depe  omspiktanya kamu paling kesal kalau sudah ngeliat di tv,"0 ",0,14,83,0
3344,ya  omspiktanya ya atau tidak  batre hp kamu cepat habis,"0 ",0,12,56,0
3345,tidak sabar pen cepet2 kepuncak,"0 ",0,4,31,0
3346,otw bgr b mati ya,"0 ",0,5,17,0
3347, emotxtawa  k pernah ya kenapa orang suka nonton bokep ya nga enek apa tuh mantengin layar ada yang aneh begitu hih,"0 ",0,21,109,0
3348,langitnya suram sesuram hatiku cemas pasien tidak datangï ½  pic  â  ,"0 ",0,13,69,0
3349,kenapa cinta itu dari dalam kenapa tidak dari luar,"0 ",0,8,50,0
3350,iya   kya tadu bahagia itu sat di ucapin god morning sama orang yang kita sayang  emotxsenyum ï ½ ï ½,"0 ",0,21,90,0
3351,woles  emotxtawa  yah yauda salah map mulai deh ngalus  emotxtawa ,"0 ",0,10,52,0
3352,ih stres stres stres ya kamu ih emotxdatar ,"0 ",0,7,34,0
3353,ayolah cepat subuh,"0 ",0,3,18,0
3354,hasim apa kabar nur lagi liburan tuh a emotxtawa  sam sim baik kamu nur  d kaga lah  cont ,"0 ",0,20,83,0
3355,iya malas sekali  emotxejek  tidak jama yeay  emotxtawa  alhamdulilah yah o emotxsenyum  hihi wah tengil tengil nih maenanya tidak facebook lageh  emotxdatar   emotxtawa ,"0 ",0,23,127,0
3356,kamu berangkat subuh juga boleh dih kamu sama jelek tuh  emotxejek  saya mah jam 6an mis  d,"0 ",0,19,82,0
3357,ade   mas udah makan  gw    wah tumben nanyain  belom  makan aja duluan ade   maksudnya kucingnya udah makan apa belom gw   et lu liat aje sono tempat makannya memang memang,"5 ",0,38,174,0
3358,ada apa kalian ini ramai  emotxdatar ,"0 ",0,6,28,0
3359,lah masa begitu     makanya jangan punya gigi mama sakit gigi    ,"0 ",0,14,65,0
3360,bapak negara hari ini mau quis semangat ya sayang  ,"0 ",0,10,51,0
3361,istirahat dulu nanti malam tempur lagi selamat sore ,"0 ",1,9,52,0
3362,selamat memilih untuk pilgub jateng semoga amanah my selamat bersibuk ria dsana sayang semangat   ,"0 ",0,16,98,0
3363,mata kecil menandakan semangat tak mudah putus asa oleh karena itu apa yang dimpikanya akan banyak yang menjadi kenyatan  tanda emotxsenyum  emotxkedip ,"0 ",0,25,131,0
3364,manusia yang hebat itu adalah mereka yang mempunyai prinsip       abiopenfolow10orang,"0 ",1,14,85,0
3365,nih kuli omonganye sekali najis  emotxdatar ,"0 ",0,6,35,0
3366,jaga warung dulu ah ramai dong ramai doa khusuk  p  with mirna at elaiza skin care   spa  â  ,"0 ",0,24,93,0
3367, emotxtawa  maka nya di kasih hati dong ups iyah iyah nih aku reply marah saja wo emotxejek  bm d r saja  ï ½_ï ½   rt,"0 ",0,26,102,0
3368,saya tidak serius buru sudah kalau mau makan,"0 ",0,7,44,0
3369, emotxtawa  buset han a emotxtawa  bagus tidak ceritanyo,"0 ",0,6,44,0
3370,aku baru merasakan apa itu jatuh cinta  aku tidak bisa menghentikannya aku tidak bisa menghentikan diriku yang selalu ingin dekat dengan mu,"0 ",0,23,139,0
3371,semangat pagi ï ½  with wiliam and prayogo at kristal hotel   pic  â  ,"0 ",0,18,70,0
3372,libur kali ini cukup dirumah jaga kesehatan bwd besuk pagi â º,"0 ",0,13,62,0
3373,yang paling saya kesal itu kalau sudah dilema sama batuk flu malam nya pasti begadang  aliasgakbisatidur,"0 ",0,17,104,0
3374,tidak apa apa kaya gini tapi nanti dikemudian hari harus berubah,"0 ",0,10,64,0
3375,kasih sayang yang ibu berikan bukanlah harta yang melimpah  bukan pula rumah yang mewah  namun hanya doa tulus dari hati agar senyummu tetap merona sepanjang hidup yang kau jalani  nak  url ,"2 ",0,37,193,0
3376,najong   dulu saja semangat ngajaknya sekarang  emotxtawa  tidak jadi cjr,"0 ",0,9,66,0
3377,di minahasa  tugu ajaran 5 agama di bukit kasih kanonang menjadi simbol indahnya perbedaan keyakinan  namun ttp rukun  amp,"6 ",0,22,122,0
3378, username   username   username  ada di bbrp tempat sudah disediakan tmp contohnya pasar gembrong tetap saja yang dipakai trotoar kami menghargai pedagang tapi negeri ini juga punya aturan agar semua happy,"4 ",0,40,209,0
3379,bangun tidur langsung disuruh pergi tapi disuruh mandi dulu dan harus nyampe sebelum ashar ya bayangin aja bangun aja jam 3  emotxdatar   url ,"0 ",0,25,133,0
3380,wah anak kecil songong minta dipites ni  emotxtawa   emotxtawa  dasar ucrit ucrit  emotxejek ,"0 ",0,14,70,0
3381,jangan lpa lewat jalan yang baik juga niat baik insyalah hasilnya baik   amin ya alah,"0 ",1,16,85,0
3382,tamaki sedikit menggerakkan kepalanya sampai bibir dapat menyentuh sebagian dari atas kepala haruhi    ia mengecup kening sang kekasih    kalau begitu aku sepuluh kali lebih merindukanmu    bisik tamaki  ,"5 ",0,37,204,0
3383,baik napah kangen ya renoldramadhan bagi teman kamu apa kabar si kepot,"0 ",0,12,70,0
3384,setuju prof tapi menurut saya abduh terlalu emosional politik dan politisi itu adl  cont ,"0 ",0,16,89,0
3385,satpam komplek emang perhatian banget dan hampir ga pernah nanyain  pak  pulang ga   kala jam sudah diatas jam 1 malam dan motor tak kunjung nangkring diteras,"4 ",0,30,158,0
3386,lebay alay labil betul tidak â º labil itu apa sih menurut kamu,"0 ",0,13,63,0
3387,tidak biasa jaringan cepat,"0 ",0,3,26,0
3388,mantap lan  lanjutkan  nilai nasional sudah mentok segitu  emotxdatar  tidak bisa naik lagi nyerah sudah  ,"0 ",3,17,97,0
3389,jangan suka menghina orang ye rin ciye abang tidak rela saya hina hina idolanya wk lah rtrinielizabeth,"0 ",0,16,102,0
3390,orang kata bayu bu asri diteleponin mailbox terus wakakak telfon saja di teror ini lama lama saya nelfon bu asri,"0 ",0,20,112,0
3391,nyoret nyoret tidak jelas di  omspiktanya biasanya kalau sudah sebal belajar di kelas kamu sering ngapain,"0 ",0,16,105,0
3392, emotxdatar  kamu kapan kerumah belin ice cream  emotxtangis   emotxsedih  cantik kenapa memang liat ava,"0 ",0,15,76,0
3393,bu  tomorowadminrafting guru favorit kamu,"0 ",0,6,41,0
3394,macet bray sampai slipi kaya nya nih  emotxdatar  tol cawang kamu 40 ,"0 ",0,13,60,0
3395,kangen kamu tapi tidak mau berlarut takut sakit lagi  emotxtangis ,"0 ",0,11,56,0
3396,sek sekseh rtsek cantik itu bukan dari fisik tapi hati kamu juga harus cantik   ,"0 ",0,16,80,0
3397,perempuan2 yg bilang ga mau pacaran krna dosa  mau lsg dinikahin aja  dihalalin mana sini biar gw suruh ngobrol sama yg makan atikrna nikah gak cinta kasian nangis sndirian  temenin giih,"1 ",0,37,196,0
3398,duaduanya  remajaindonesia lebih sering marah   nangis,"0 ",0,8,54,0
3399,sumfah saya lelah seharian dijalan panas2an pula      at indomaret tol bandara  â  ,"0 ",1,19,83,0
3400,marah kenapa sih tidak kok,"0 ",0,4,26,0
3401,happy birthday hanong  panjang umur tambah pintar cepat taken pokoknya deh lafya na   emotxcinta ,"0 ",0,17,87,0
3402,just posted a photo fod plus,"0 ",0,6,28,0
3403,kaca mata saya gede ngapa puas kamu anak kecil  emotxdatar ,"0 ",1,11,50,0
3404,dari itu ada semua apa sampelnya tapi belum dianalisis yang salah berapa,"0 ",0,12,72,0
3405,perasan orangnye tidak pernah eror deh  emotxdatar  sama kaya orangnye kenapa twiter saya eror  emotxdatar ,"0 ",0,14,89,0
3406,macet,"0 ",0,1,5,0
3407,beralih ke premium deh pastinya pertamax mahal sekali itu    ,"0 ",0,11,61,0
3408,oh ya sudah deh semangat ya  emotxtawa ,"0 ",0,7,32,0
3409,ih maulah  emotxsenyum  kita makan nasi lalap purnama yuk  ,"0 ",1,11,48,0
3410,kaya gini rasanya sudah dewasa itu dan punya pemikiran jauh untuk masa depan ternyata tidak enak tidak asik kalau terus sibuk sendiri ï ½,"0 ",0,21,137,0
3411,mantap ada kalanya kita butuh jarak dan butuh waktu agar dapat mengetahui apa masih ada rindu di dalamnya,"0 ",0,18,105,0
3412,cie caca ketemu smash  emotxejek  sumpah baru sadar sekarang pas di putar ulang cinta cenat cenut shotnya di ibs emotxdatar ,"0 ",0,20,106,0
3413,oke   belum ngantuk memang ko 8  wtrt  heri yang pul,"0 ",0,13,52,0
3414,orang yang berhidung mungil   baca pesek   lebih sering sesak nafas akibat upil over quota,"0 ",0,16,90,0
3415,diega resmi dikeluarin dari gank gonk oke fine bye   with indra luciana and others at atjeh rayeuk  â  ,"0 ",1,23,103,0
3416,yes  aries adalah pribadi yang sederhana dalam hal fashion dan selalu punya style yang menarik,"0 ",0,16,94,0
3417,semangat kamis pagi  wah besok jumat   at bojong indah train station  â  ,"0 ",2,18,73,0
3418,aku sekali januari   suka bercanda mudah beradaptasi dengan lingkungan setia dan tidak mudah menyerah,"0 ",0,14,101,0
3419,selamat ulang tahun kota jekardah  semoga tidak ada lagi yang namanya macet bentrok dulu pokoknya selalu istimewa  d,"0 ",1,19,116,0
3420,selamat pagi â º,"0 ",0,5,16,0
3421,ah suram hidup kamu mil,"0 ",0,5,23,0
3422,selamat pagi nyonyaku  ,"0 ",0,4,23,0
3423,saya kan punya iyes ma jan didengerin emotxdatar  tidak apa apa lucu apalu da malah ktw emotxdatar ,"0 ",0,13,81,0
3424,baik juga  emotxtawa  ma2 dang,"0 ",0,5,23,0
3425,kaya gini ya ï ½ di fancy smiles tahu ajarin dong  ï ½â  ï ½ rt kamseupay deh ï ½_ï ½ eh ajarin dong nulis,"0 ",0,23,106,0
3426,hati ya ka â º markipul mdh2an nga macet ya bismilah,"0 ",0,12,52,0
3427,oke sudah difolback ya  emotxkedip  anisa sudah diflw ya,"0 ",0,10,46,0
3428,orang yang pagi2 marah marah kaya kurang kerjan sekali ya,"0 ",0,9,57,0
3429,buku  milana tidak menyesal beli buku nya keren  ,"0 ",1,8,49,0
3430,murah sekali deh kamu baru putus sudah dapat lagi yasalamx_x,"0 ",0,10,60,0
3431,mantap nih koh  with rakagilang   pic  â  ,"0 ",0,13,42,0
3432,pacar sibuk adik pun jadi yuhu jalan2 riaâ  ,"0 ",0,10,44,0
3433,nah tu wanita sejati patut memilih pria karena hal  mapan setia bertangung jawab,"0 ",0,14,80,0
3434,macetot asli no coment tol jor kamu 20 ,"0 ",0,9,39,0
3435,dan memang sepertinya sulit dimengerti atau  mungkin  takan pernah mengerti  ,"0 ",1,13,77,0
3436,terima kasih yak buat kakak  dijakarta n surabaya yg udh luangin waktunya buat meetup  emotxtawa e   so sekarang saatnya of  sampai ketemu akhir bulan ya di balikpapan dan denpasar gbu al,"8 ",0,33,192,1
3437,lelah jadi orang perfeksionis   ocd  emotxdatar ,"0 ",0,7,39,0
3438,malas ka maunya nanti malem emotxdatar ,"0 ",0,5,30,0
3439,sahabat semua  terimakasih atas dukungannya untuk fariz  putra winarni dalam dua hari sdh terkumpul rp 90 jt lebih fariz sengaja berfoto ganteng sore ini utk menyampaikan terimakasihnya ayo terus bersonasi lewat  username   url   username   url ,"7 ",0,48,248,0
3440,enak tahu setiap hari dapat ayam goreng,"0 ",0,7,39,0
3441,malam  emotxsenyum  tapi kurang ce sayanya     maksaih buat hari ini ya  emotxjempol  hari ini ce  deh pokoknya  d tetap semangat jangan sombong,"0 ",0,30,123,0
3442,berbohonglah terus sampai puas sampai kebenaran dan kehancuran membungkam mulutmu,"0 ",0,10,81,0
3443,sakit gigi nya sudah ngerambat ke kepala nih   pusing      ,"0 ",0,17,59,0
3444,ada cuma malas cari,"0 ",0,4,19,0
3445,mungkin k mesjid  d sudah bm saya tidak dibls ngajakin keluar jam segini  d maksa pula  d memang itu yah yang namanya dewasa ngaj,"0 ",0,26,129,0
3446,   meski aku golput tp salut  username  ia satu2nya presiden  rakyatindonesia yg bisa menangis di depan publik    memang tak sedikit lawan2 politiknya mngcap dia sombong    tapi  nyatanya  ia menangis        savenkri  url ,"7 ",0,50,236,0
3447,yaudah sekarang baca doa dulu ya saya ketiduran pas tadi lagi bman gara gara takut mimpi begitu jadi bangun  emotxdatar ,"0 ",0,19,111,0
3448,icha aku gabutuh kamu bawa oleh oleh yang penting kamu selamat  ea,"0 ",0,12,66,0
3449,hapy aniv 10th month semoga makin langeng sama oba jangan suka nakal yah loveyousomuchâ    ï ½ ï ½â  ï ½ ,"0 ",0,22,106,0
3450,transaksi gelap,"0 ",0,2,15,0
3451,biasa makan di restoran cepat saji   masakan di rumah,"0 ",0,10,53,0
3452,anak muda gaperlu buku yang penting ngetwet keplak,"0 ",0,8,50,0
3453,nyawa manusia itu ada batasnya batasan itulah yang bisa membuat se2eorang berjuang dalam hidupnya tapi semangat sahabatku,"0 ",0,17,121,0
3454,sekarang itu cuma tahu tidur saja soalnya kurang tidur sekali  emotxsedih ,"0 ",0,12,64,0
3455,iya gangu bgt emotxejek  oke map gangu kan saya gabutuh mention lo emotxejek  lebih baik,"0 ",0,17,70,0
3456,lumayan  emotxtawa h,"0 ",0,2,13,0
3457,mak gregah  lantas saya bangkit dari tempat duduk mematikan saluran wi fi  dan membayar kopi saya tinggalkan kajen beralih ke masjid si mbah ronggo kusumo  ngemplak kidul yang ada di belakang rumah saya ikut kawan  nabuh beduk,"13 ",1,45,231,0
3458,cie ngaji aduh aku makin cinta  ï ½ ï ½ ï ½â  ï ½  ,"0 ",0,14,51,0
3459,yah besok masuk saya cui nul ayo kekampus lama c mbak besok ada uts tidak,"0 ",0,15,73,0
3460,rekaman hancur sudah si otak jongkok sok pintar,"0 ",0,8,47,0
3461,map salah mention emotxdatar itu buat kaintan  ,"0 ",0,7,38,0
3462,sabar ya sayang nanti abang pulang bawa hadiah  ,"0 ",0,9,48,0
3463,tak kan ada cinta yang lain by dewa  at cristiano ronaldo wife  â  ,"0 ",0,17,67,0
3464,terjebak broadcast kacau  ,"0 ",1,4,26,0
3465,yang dipaksakan akhirnya jadi tidak baik  d setuju kan sama omongan saya  emotxtawa  jangan dipaksain makanya kalau akhirnya begini,"0 ",0,19,126,0
3466,sok menang deh dih yang menang kan saya  emotxejek  saya kan memang d takdirkan selalu menang b ,"0 ",0,19,87,0
3467,astagfirulah lah terus pacar kamu kamu kemanain nyempil dindung kan biar cuma ber2 saja ah bodoh b,"0 ",0,17,98,0
3468,salah liat kali kog muka a kliatam tua begitu rikisi  saya masih muda iya kek kaulah satu rikisi  tu,"0 ",0,22,100,0
3469,baru tahu kalau ada fitur panorama nya  emotxtawa  oke juga ni hape  at plaza uob thamrin nine   pic  â  ,"0 ",0,25,98,0
3470,i m at jalan cipondoh raya  tangerang bantam ,"0 ",0,10,45,0
3471,selamat ya,"0 ",0,2,10,0
3472,he iyah nil masinisnya sinis sih mba sinis nya juga tidak ada hadew    hruse mba yun bilang sama masinisi ny suruh berint,"0 ",0,22,121,0
3473,stres panas lapar tapi males makan nasi u u,"0 ",0,9,43,0
3474,selamat malam ya untuk kalian semua,"0 ",0,6,35,0
3475,mowning popeye   morning ny olip  selamat pagi have a nice sunday â º hoam,"0 ",0,17,74,0
3476,selamat ulang tahun ya cantik semoga semoga semoga dan semoga ya  emotxsenyum  emotxsenyum ,"0 ",0,15,69,0
3477,dan besok ujian di cakung jam pertama derita rumah di tengah2 diantara jaktim dan bekasi kemana2 jauh transportasi lebih dari sekali,"0 ",0,21,132,0
3478,kamu lah siapa sih yang tertawa coba tawalo sok imut anjir nah ngaco begitu audah emotxdatar ,"0 ",0,15,84,0
3479,kadang kita memang harus kalah pada knyata an tapi bukan berarti kita pasrah pada knyata an,"0 ",0,16,91,0
3480,kptusan pmrintah mmbyr gj 13 dan thr disambut gmbira para pns dan pensiun pengamat jgn provokasi presiden telah bantu rakyat jgn disalahkan cari celah upaya hukum wong bantu rakyat kok impeachment bantu cari solusi jgn ancam  url ,"14 ",0,34,231,2
3481,saya  remajaindonesia lebih lucu a panda b koala c lumba lumba d anak kucing,"0 ",0,14,76,0
3482,memangnya nilai dan ngejudge orang itu gampang banget dah apalagi kalo udah pernah hidup bareng wuuuh  berasa udah tau semuanya dong hidup ngekos bareng 2 bulan   ngalahin yang hidup bareng 20 tahun,"4 ",0,37,209,0
3483,selamat hari kelahiran ger jbu,"0 ",0,5,30,0
3484,e emotxtawa      benar itu bagianmu kan bagianku cuma harus terima kenyatan ketika tidak didengarkan  emotxsenyum ,"0 ",0,16,98,0
3485,pesan bau sudah orang  ,"0 ",1,5,23,0
3486,cukup sehari kalau kelamaan kemudian betah  nanti malah repot terima kasih  cakleg  username   rumahnya selalu jadi tempat singgah yang menyenangkan,"4 ",0,28,151,0
3487,bagaimana burung yang  jago  itu dapat dengan mudah tertipu  dan kembali dari perjalanan panjang mereka hanya dengan mulut yang penuh dengan plastik ,"1 ",0,26,149,0
3488,tidurnya di terangin lampu ini selamat malam î  ï ½ ï ½  at zahra cribs   pic  â  ,"0 ",0,22,82,0
3489,giliran mau jalan supliernya sakit  emotxdatar ,"0 ",0,6,38,0
3490, emotxtawa  iya itu kan elu  emotxejek  enga  emotxtawa  nesadoang  kalau saya jalan ama cowok depan kamu kamu marah tidak ya  d  emotxtawa ,"0 ",0,24,112,0
3491,menjelang lebaran  ahashonda belum mengadakan diskon sparepart atau service untuk mudik ganti rantai malah naik ke 189 ingin berkata bgsd rasanya,"3 ",0,25,149,0
3492, gemini paling enak diajak curhat karena dia senang memecahkan masalah,"0 ",0,11,70,0
3493,kadang gak setuju sih kalo mau bikin impression bahwa lu itu arsitek dengan cara isi feed ig dengan hal berbau arsitektur yah padahal bagi aing sih ig ya buat interest aja  ga melulu hal arsitektur dan banyak media lain selain ig semacam behance  issudlbuat memamerkan karya,"3 ",0,52,280,0
3494,sayang bangun  ,"0 ",1,3,15,0
3495,perutnya sakit dari tadi tapi kekamar mandi tidak e,"0 ",0,8,51,0
3496,terang  at home swet homeï ½   pic  â  ,"0 ",0,13,39,0
3497,ingat anak yah   rt makan angin kenyang a k a wareg alhamdulilah,"0 ",0,13,64,0
3498,saya mah asik2n nonton tivi sama hana lah dia masak mendoan  d makasih jelek  ,"0 ",0,16,78,0
3499,minta map kek kamu sepertinya ngajakin ribut bat ayodah ah batin gua ,"0 ",3,15,69,0
3500,test bangun tidur bka facebook notif penuh sma,"0 ",0,8,46,0
3501, username   username  bentar bung saya ngakak dulu  emotxtawa  ini gempa lokal bung  jadi potensi tsunaminya juga tsunami lokal gak perlu risau,"5 ",0,30,146,0
3502,pb a kosong soul belum charge tapi bawa saja deh _ bawa pb soul endraswary  siapsiap langsung cus ok,"0 ",0,20,100,0
3503,mana pasal ayat galau pasal berapa ayat benar,"0 ",0,8,45,0
3504,atur saja sudah atur ngikut baik saya mah  emotxtawa ,"0 ",0,9,48,0
3505,aku pengen ke pekanbaru mahal g ya tiketnya,"0 ",0,8,43,0
3506,nah nyetatus lah aku di wa  broken heart is real with thousand of heart broken emojis  emotxtawa  ada pesan terselubung emang karna masnya juga ngga ada kabar sejak hari ulanh tahunnya jumat kemaren,"3 ",0,37,194,0
3507,iya tidak apa apa kak emotxkedip  gatau ygbajak siapaya emotxtangis  parah ka bajaknya,"0 ",0,14,66,0
3508,oke saya kesitu ya sini2 mau dong dapat 2coklat  m ,"0 ",0,10,51,0
3509,folow yuk instagram kita  emotxsenyum  banyak foto2 keren loh yang belum pernah di upload,"0 ",0,15,78,0
3510,se guys novita nyempatin doa di depan and you se fatin dia asik geleng2 kepala and demi apa sok imut mampus  yuck ,"0 ",2,24,114,0
3511,wanita hebat yang aku miliki ï ½ ï ½  pic  â  ,"0 ",0,13,46,0
3512,penyakit lama timnas ketika lawan tim tangguh selalu bikin kesalahan sendiri,"1 ",0,10,77,0
3513,sayang banget sama orang2 ini semoga selalu sehat dan bahagia  diberikan limpahan rezeki dan jodoh yg baik seu in another trip my loves   url ,"3 ",1,31,146,0
3514, komentator  sejauh ini masih hasil yg positif bung buat timnas,"0 ",0,11,64,0
3515,cewek tidak akan sebal kalau dia tidak dibikin sebal memaksa apa yang tidak dia suka misalnya,"0 ",0,13,93,0
3516,almodem indosat gangguan   dasar brekele,"0 ",1,7,42,0
3517,memang mereka sekarang lagi kebut2an seventh mision saja belum _   justmai_16  cepat sangat kan baru juga comback,"0 ",0,19,113,0
3518,kirain benar nge emotxdatar  biasa dibajak sama teroris emotxsenyum  bonge uname nya test,"0 ",0,13,69,0
3519, username  cowo romantis itu mah pokoknya cowo idaman menurut aku  emotxsenyum   dan berarti dia secara ga langsung sayang banget sama aku  dengan segala perhatiannya  emotxsenyum ,"1 ",0,31,158,0
3520,kalau masih muda memang kenapa udin kamu masih muda juga  emotxdatar  syef_pramai  bukan  emotxdatar  memang ini baru ketikan belum live,"0 ",0,21,118,0
3521,selamat tgl 26 sayang cie dah 3 bulan aja  makin sayang ya sama aku  jangan bosen sama aku  moga bs trs smsm ya d tgl 26 berikutnya love you,"1 ",0,32,140,0
3522,iya iya secepatnya ya kita main  emotxtawa  sudah jangan sedih kan lagi anive  emotxtawa ,"0 ",0,14,79,0
3523,tidak adil,"0 ",0,1,10,0
3524,tidak salah planing tahun kedepan ï ½ ï ½ ï ½ ï ½ ï ½ ï ½,"0 ",0,10,57,0
3525,selamat ulang tahun idolaku masku sekaligus ebesku tercinta walaupun jarang ketemu tetep terselip doa untukmu semoga senantiasa diberi kesehatan rezeki   kerendahan hati,"1 ",0,25,169,0
3526,nga emotxtawa  jangan nanti saya masuk neraka lagi emotxdatar ,"0 ",0,7,48,0
3527,soto bogornya mantap  ï ½  soto bogor pak ace blok m square ,"0 ",0,14,60,0
3528,wifinya bodoh,"0 ",0,2,13,0
3529,kaya dibenhil shoting with  ,"0 ",0,5,28,0
3530,nyindir lu  oke w jelasin yang di rumah dia ada yang mangil mama oline mama oline mama oline,"0 ",1,19,92,0
3531,alhamdulilah  ï ½  aku juga baik  emotxsenyum  baik bol debol gimana kabar,"0 ",0,14,63,0
3532,sekarang wanginya sudah pudar mbah ï ½  ï ½ ï ½  â   bolpen wangi saya yang dulu disita guru guru kabarnya gimana ya,"0 ",0,24,116,0
3533,keren kinerja ahok   vivanews  bangun mrt  ahok konsultasi dengan dubes singapura http   t co br1xaquyqk  basuki_btp ,"19 ",0,21,117,1
3534,kala malam beranjak terang mimpi pun udahan lah,"0 ",0,8,47,0
3535, emotxtawa  iyeiye  emotxejek  kak baca makanlah yang banyak seakan akan kamu akan mati besok  jiraiya ,"0 ",0,17,87,0
3536,sudah terbiasa punya teman sombong   ada butuhnya saja,"0 ",0,9,54,0
3537,lebih baik belakang daripada marahan dibelakang  emotxtawa  ye marahan bilang oke fix marahan deh  emotxdatar ,"0 ",0,15,94,0
3538,ramadhan udan masuk ke hari yg ke 20 tapi saya  masih gini gini aja  ga ada perubahan padahal gatau taun depan saya masih ada apa ngga buat ketemu sama ramadhan lagi  islahdiri,"3 ",0,36,178,0
3539,nanti minta map yang onoh alifiatiarap  malam nisfu sya ban ditutup nya buku amalo emotxsenyum  mafin aku ya kalau punya salah yang,"0 ",0,23,120,0
3540,makasih ki  nowplaying   aku memilih setia anjir suaranya bikin kangen  emotxtawa ,"0 ",0,13,75,0
3541,sombong sekali sih sekarang tidak ingat apa dulu kita pernah deket,"0 ",0,10,66,0
3542,ngantuk sangat pala pusing sangat yalah emotxtangis ,"0 ",0,9,42,0
3543,hape saya kaya kuburan tidak ada yang sms u u,"0 ",0,9,45,0
3544,ini saya ace sep jadi sudah murah,"0 ",0,7,33,0
3545,santai niat cari pahala kok,"0 ",0,5,27,0
3546,bau dari mana bau woy ha bau gosok gigi sono jangan ngetwet,"0 ",0,12,59,0
3547,jamur crispy coca cola susu bhi itu ngena sekali pisang goreng rot ber skripsi cocok,"0 ",0,15,84,0
3548,memang reni hapy bartday kakak sayang  d jangan lupa ya nanti ke sekolah ada suprize dari anak osis  d,"0 ",0,21,102,0
3549,geus mndingan balik ka cukup weh lah    at shelter fly over ps rebo  â  ,"0 ",0,19,72,0
3550,siapa yang setia mengungkap kan kejelekan mu maka dia adalah orang sangat memperdulikan mu  ,"0 ",0,15,92,0
3551,sunguh terlaluâ ¹ tega  emotxtawa w parah lagi tidak enak badan juga nik cems laurt,"0 ",0,14,76,0
3552,cinta tidak bisa dipaksa karena cinta adalah rasa yang muncul dari dalam _,"0 ",0,12,74,0
3553,okeoke elu ke cukup kapan ma bareng atuh ksnonya emotxejek  caling caling saja kalau mau,"0 ",0,15,79,0
3554,noh baca   dwitasaridwita   leo  mulai sekarang janji sama diri sendiri tidak akan mengulangi kesalahan yang sama ,"0 ",2,20,114,0
3555,adek kosan pinjem tupperware w  yg sebenernya akan w bawa pulang kamis ini  sama dese diisi rendang trus dimasukin freezer she just sent me to hel,"3 ",0,30,149,0
3556,aman bleh dibelakang,"0 ",0,3,20,0
3557,jiji pas liat dia tweting photo2 ky begitu iwh,"0 ",0,9,47,0
3558,pastinya kamu juga semangat ye  d mangat nye  nyenyelukman  males sih kerja tapi kalau ingat masa depan,"0 ",1,20,103,0
3559,susah menghilangkan sifat cemburuan ini ya tapi gimana    ,"0 ",0,10,58,0
