id,sentimen,tweet,capital_count,exclamation_count,word_count,char_count,word_capital_count
1976,0,"tersenyum saja walau terpaksa saat kamu di khianati sahabat atas janji dan sumpah setianya karena kamu sedang di perlihatkan betapa bangsatnya dia dan dijauhkannya hatimu dari memberi rasa sayang padanya ",1,0,31,199,0
1977,1,"malam ini ceritanya masih berbagi cerita dengan kawan lama semasa sma banyak sekali hal yang dibahas mulai absurb serius sampai percintaan serasa masih sma padahal sudah pada kerja tapi katanya umur boleh tua jiwa jangan njay ",7,0,40,225,2
1978,0,"agak lelah ini emotxtangis ",0,0,6,18,0
1979,1,"dalam hati aku menanti kuserahkan hati sebagai tanda ketulusan cinta ",0,0,10,68,0
1980,0,"aku dong pernah ditolak sama carglos nutrifood propan bi forisa berlico cantik jelita ini yang paling sakit karena Cuma masalah shift yang belum tentu ada aku tabah kok tuhan ",56,0,34,181,2
1981,0,"cieyang sudah sering dapat dm begituan ciemakanya bisa bilang begitu ke mbak via vallen cieiri karena gadapat dm dari pemain bola buat dilecehin url ",7,0,30,153,2
1982,0,"teman yang ut lma tidak ketemu terus pada main ke kedai pada bilang lau gemukan bray iya saya si ngerasanya begitu ngilangin bosen pas lagi sepi biasanya si gngemil tapi minum manis sama aja yak tapi pertanyaan itu ujungnya suka genak makmur ini traktir lah martabak suek ",5,1,57,276,0
1983,0,"engap bingung mau duduk dimana juga penuh emotxsedih at stasiun sudirman â ",0,0,15,70,0
1984,0,"kapok tidak bakal saya mau ketemu kumpul sm sepupu bangsat anjing penipu korupsi saja belagu sirik dengki anjing kamu tidak lama lagi mampus kamu lihat saja rumah cicil hasil nipu sampai kapan liatin saja emotxtawa god never sleep ",1,0,37,213,0
1985,0,"kamu saja liar kalah babs juga sama kamu eh kabur emotxtawa kapan lagi cewek bisa liar emotxtawa ",0,0,17,86,0
1986,0,"berat badanku jjkg aku minder aku takut di bully aku takut mereka yang bilang cantik itu langsing bukan c a dan t i ke aku juga takut dibilang gapura kecamatan janganbullyaku url ",10,0,40,181,6
1987,0,"sialan mau nya kamu mening naekin naik kereta malam saja iya sama si biar tahu rasa kenapa ",0,0,17,84,0
1988,1,"gila kemarin man of steel nya bagus banget ",0,0,8,37,0
1989,0,"nyes sudah kawin saja kawin empat mau radikal takut jadi teroris mau liberal takut darahnya halal bagaimana iya ",0,0,18,107,0
1990,1,"cinta yang sesaat akan berkata aku mencintaimu karena aku membutuhkanmu tetapi makna sejatinya akan berkata aku membutuhkanmu karena aku mencintaimu ",5,0,23,151,0
1991,1,"dari zaman sd juga temenku cowok ini salah satunya yang dulu suka main sampai desa sebalah yang nyebarang kali wkdan entah suka bikin prakarya padahal berantakin rumah dan sampai jualan lotre yak dulu wkpen ngaqaq kalau inget ini username ",3,0,43,242,1
1992,1,"oke saya bngkus cacing dulu iya emotxtawa h terima kasih aip kado nya mana emotxejek aip selamat tambah umur Cuma miscall wis ",0,0,21,99,0
1993,0,"tidak perlu jauh jauh mikir besok pemimpinmu siapa mikir nanti sahur makan apa saja dulu kalau masih berharap dapat takjil saur on the road finya tidak perlu sok koar koar deh gonta ganti pemimpin xi ",2,0,38,199,0
1994,1,"sekarang begitu lihat teman teman pada lulus bahkan menangis terharu seneng saja lihat orang orang bisa lewatin fase tersulit hidup lengkap pakai rintangan dengan cara yang uniq banget maaf yah buat temen-temen yang dulu pas sidang ditangisin terus bilangnya saya sedih karena ditinggal klean emotxsenyum ",5,0,48,280,0
1995,0," username bikin surat kehilangan kan cuma sehari habis itu datang ke dukcapil minta lagi dibuatin suket nya usaha dulu dong masak belum apa-apa sudah bilang 2 bulan ngurusnya tidak selama itu kok kalau bener-bener niat emotxtawa ",5,0,43,216,0
1996,1,"happy mansive daddy wah sudah 1 bulan saja aku beruntung banget dapetin daddy dan terima kasih atas selama 1 bulan yang sudah kita jalani daddy sudah buat aku selalu senyum aku sayangbanget sama daddy tidak mengerti lagi sayang nya bagaimana intinya i love you ",13,1,47,252,3
1997,0,"tapi jangan lali sama aku loh 3 oh lali aku cit dari dulu kaya begitu cup emotxdatar oh sudah di ",0,0,20,91,0
1998,0,"saya lelah ",0,0,2,10,0
1999,0," username namanya hijrah itu orang baik berpindah menuju ke ketempat yang lebih baik kalau rizieq orang yang berbuat sangat buruk melarikan diri bukan hijrah ke negara orang lain ",9,0,40,192,0
2000,1,"ndk apa-apa mis semangat bawa mereka untuk konser selanjutnya iya dan terima kasih prjuangannya tahun ini semangat miskita semua menunggu ",4,0,24,139,0
2001,1,"akhirnya ada foto portrait wajahku barusan saja pas motret motret di tugu ketemu sama bang ekopra yogo ahai tugu yogyakarta indonesia ",6,0,25,140,0
2002,1,"tepuk tangan ye yes sekarang hp nya ramai gara-gara syifa_sn ",0,0,10,56,0
2003,0,"mulai berubah lagi menjadi tidak baik emotxsedih ",0,0,7,40,0
2004,1,"selamat malam sayang jangan lupa ingatan lupakan mantan saja bagaimana jangan lupa nafas sambil sebut namaku juga boleh jangan lupa minum air putih karena me rasa sesekali juga menguras tenaga yang selamat malam ",0,0,37,212,0
2005,0,"kamera hp hue cacat ini tidak bagus ",0,0,6,35,0
2006,0,"informasi ini buat pengendara ï ½ dari arah pondok gede menuju taman mini padat merayap apalagi di pinang ranti kenapa madet ",0,0,20,114,0
2007,1,"kebahagiaan itu segalanya iya tidak sih jadi ketika ngajak org-org berkumpul mungkin org-org yang menolak lebih bahagia tidak ikud berkumpul begitu saja sih emotxtawa ",2,0,27,141,0
2008,0,"bayangin iya kalau kita tidak suka sama seseorang masa harus di paksa suka sih aduh saya mah tidak bisa kaya gtu tidak bisa drama tidak suka iya tidak biarpun bnyak uang mah kalau tidak suka mah tidak suka saja iya tidak sih ",1,0,44,199,0
2009,0,"banjir lage macet parah di s parman tiap banjir saya nge tweet kapan tidak banjir cpd jokowi dki ",3,0,21,102,0
2010,1,"catet lokasinya iya moms lapangan kostrad jalan sultan iskandar muda jaksel yang dekat lokasi ayo mari merapat se you there ",0,1,22,125,0
2011,0,"kang mern kakak perempuan sialan jelek padahal alusnya emotxtawa ",0,0,8,50,0
2012,0,"nah itu dia ah kesal sesering apapun kamu menyakitiku aku tidak akan pernah bisa marah padamu ",0,1,18,98,0
2013,1,"iya allah aku ketularan orang-orang sini genre musik a seperti giniehtp lucu juga sih lagunya terutama dibagian memang lagi manjahlagi pingin di manjah ",5,0,28,150,0
2014,1,"keren banget filmnya coboy junior the movie asli keren habis coboyjr iqbaale bastiansteel teukurizkygg alvaromaldinii ",7,0,20,121,0
2015,0," username username keledai itu dibilang bodoh karena bisa jato ke lobang yang sama ternyata ada juga yang lebih parah dari keledai bikin emosi saja ngebayangin besok ",2,0,31,168,0
2016,1,"gilapake indosat kenceng banget internetannya ð at madya s room kost an â http t co glcgqgobeb ",8,0,20,112,0
2017,0,"jahat iya jahat sekali kamu emotxsenyum ",0,0,8,30,0
2018,1,"selamat pagi blora emotxsenyum ",0,0,5,21,0
2019,0,"dan saya cuma bisa menangis melihat keadan yang kaya begini ï ½ _ ï ½ â ",0,0,14,68,0
2020,1,"yha benar bih kata ko ernest aku tiap bulan nabung min banget harus ijt buat kulyah cyn berat sih awalnya tapi lama-lama terbiasa oh iya sama gaya hidup juga berpengaruh ini untungnya aku tidak suka nongki-nongki emotxtawa ",4,0,41,201,0
2021,1,"karena aku merasa tidak ditanggapi dengan akun terkait maka aku putuskan untuk report feed tersebut ke pihak instagram wel hari itu juga feed yang aku report dihapus pihak ig im happy because instagram concern about copyright issue ",2,0,41,236,0
2022,0,"cewek memang saya lesbong emotxtawa masa ada iya cowok wanita tuna susila curahan hati ini makanya kalau cari cewek jangan kaya cari gore ",0,0,22,116,0
2023,0,"harus bisa me manage waktu lebih baik lagi ini harus bner-bner memfilter mana yang jadi prioritas kan kalau management waktu nya oke hidup bisa jadilebihbaik ",5,0,27,151,0
2024,0,"sejujurnya masih sesedih itu tidak bisa nurutin ambisi yang selama ini dipengenin tapi memang harus belajar ikhlas ridho benar benar menyerahkan semuanya ke tuhan harus legowo ",6,0,30,176,0
2025,1,"tidak tahu kenapa suka banget baca berita tentang jokowi ahok kagum ",1,2,12,66,0
2026,1,"ehm enak sangat deh ",0,0,4,19,0
2027,0,"ada masa dimana cewek berada diposisi tidak ngenakin mau pergi tapi masih sayang mau bertahan tapi sakit hati dan itu pasti tidak enak ",3,0,30,138,0
2028,1,"selamat sore lavar â ¹ ",0,0,3,21,0
2029,1,"aku tidur dulu iya kakak yang paling baik hati dan tidak sombong emotxsenyum ",0,0,13,66,0
2030,1,"terimakasih berkenan hadir buka bersama merdunya lantunan suara azhan terdengar dari arah mushola kuucap siapa untuk semua selamat berbuka puasa teman teman bukber url ",9,0,27,178,0
2031,0,"sepi sebal males kesal sesak sama twiter hua emotxtawa ",0,1,9,48,0
2032,0,"ini banyak yang bilang milih sopir mobil harus yang benar karena bisa membawamu masuk jurang lah kamu mau disopirin sama orang yang hafal 30 jus apa sama orang yang punya sim a dan jam terbang tinggi url ",7,3,45,211,2
2033,1,"yang mencintaimu sebisaku entah itu sebisa aku menjagamu dengan cara yang seperti apa atau sebisa aku menjagamu dengan cara yang bagaimana ",0,0,25,142,0
2034,1,"semangat friday â º ",0,0,3,19,0
2035,0,"terima kasih deh get welsoon kaocha ngantuk capai pegel mual pusing muak pft ",0,0,17,78,0
2036,1,"cinta ibu merupakan cinta yang paling suci cinta rasul merupakan cinta yang paling mulia cint tuhan merupakan cinta yang paling agung ",6,0,22,134,0
2037,1,"jaya terus polres bogor kota serta indah selalu kota bogor nan rapi ",0,0,12,67,0
2038,1,"besok libur win besok benar fre sangat di ",0,0,9,41,0
2039,1,"selamat pagi wahai kalian yang luar biasa selamat beraktivitas m ",0,0,10,66,0
2040,0,"pak jokowi terlambat ",1,0,6,22,0
2041,0,"memang jauh siapa bilang ngesot sampai ngi emotxdatar ",0,0,8,46,0
2042,1,"selamat makan î ¾î ½ï ½ ï ½ ï ½ with at ichiban sushi lipo karawaci pic â ",0,0,17,79,0
2043,0,"nah terus ai bakil pan pesen gojek ebuset nomor signal sekalinya ada dapat driver ini marah-marah ora jelas ut kakek-kakek memang tapi iya annoying saja beliau itu ingin berkata kasar tapi diriku lagi penuh dosa jadi ku tahan ",6,0,50,210,0
2044,1,"hidup ini adalah petualangan ali semua orang memiliki petualangannya masing masing maka jadilah seorang petualang yang melakukan hal terbaik ayah ali matahari url ",5,0,30,172,0
2045,0,"dunia ini memang keras kalau menghadapinya dengan lembek iya tidak perlu hidup ",0,1,12,78,0
2046,1,"sebentar lagi ketemu krucil krucil ponakan yang gemesin banget suka nya minta main berantem beranteman seru sih meskipun iya resiko pada pegel pegel nantinya sedikit sedikit sambil ngajarin berhitung agar jadilebihbaik lagi nanti pas masuk sekolah ",6,0,36,250,0
2047,0,"mbuhya yang terdekat kena kdrt dibilang urusan keluarga tidak mau bantu perempuan speak up karena sexual harrasment dikatain pusing w ",7,0,26,142,1
2048,0,"dul era jokowi jauh lebih baik dari pada rezim sby 10 th menteri korupsi semua tidak percaya adakan pembuktian terbalik sby juga korupsi ",108,0,27,136,22
2049,1,"bukan artis kali kamu mah manusia langka yang terkenal lebih tepat nya ",0,0,12,69,0
2050,1,"selamat siang tingal rajam lagi kita ketemu ",0,0,9,46,0
2051,1,"seketika ku langsung jatuh cinta sama mereka ut sering denger lagunya di playlist tapi yaudahb saja giliran denger live itu seenak itu dan crowd nya parah banget mereka sampai terharu ngeliatnya karena ini pertama kali mereka ke ina dan hype banget freddy ampe i love kamu teman-teman melulu ",3,0,52,275,1
2052,0,"ada ada tidak teman kamu yang latahnya jorok ",0,0,7,45,0
2053,0,"pelajaran juga buat para pemain bola yang lain biar kamu tidak sembarangan sama perempuan tidak perlu berasa kalian punya kontol paling bagus di dunya ini sehingga kalyan sebebas itu merasa tak ada perempuan yang bisa nolak apalagi speak up ketika merasa dilecehkan kalyan ",0,0,48,266,0
2054,1,"seru wlpun tiap menit selalu brubah aturan amin amin terima kasih bu jangan gtjuga ihga enak tidak ada yang nyapa ciranjang dan sekitarnya lagi kan ",0,0,27,143,0
2055,1," username emotxtangis gemesbangetsesayang ini saya sama mereka astagahga mengerti ini saya belum ada pengumuman pasti kapan liburnya emotxtangis ",6,0,26,155,1
2056,1," username username sekarang saya tiap hari naik krl lanjut bis tj transit dari krl ke bis tj jalan kaki dari halte tj ke kantor juga jalan kaki sepakat pak transportasi umum jalan kaki untuk last mile ride kurang dari ikm ",18,0,48,229,5
2057,0,"menggapai cita-cita kadang bukan hal mudah cita-cita ingin jadi dokter tapi tidak ada uang cita-cita ingin jadi tentara tapi gagal tes kesehatan ingin jadi artis tapi orang tua ingin anaknya jadi insinyur iri tidak sih sama orang-orang yang dikasih kesempatan terbuka lebar tapi tidak dimanfaatin ",5,0,51,280,0
2058,0,"najis senajis najisnya indosat memang sudah harus ganti kartu kayaknya anjing banget memang ",2,0,14,78,0
2059,1,"cinta mengerti apa yang tak diungkapkan merasakan tanpa dijelaskan karena cinta bukan tentang wajah nan rupawan tapi cinta itu tentang sebuah pengertian ",1,0,24,153,0
2060,0,"banyak banyak bicara ye bisa kasih waktu buat nenangin diri tidak sih tae bikin makin kesal saja fuck ",0,3,19,95,0
2061,1,"wah keren iya ada dimana yang mirip begitu di pakai baju koko sarung lebih keren di liaitukalia pakaianya diganti jadi ",0,0,23,118,0
2062,0,"iya iya kok saya bodoh si dan â ¹ jatuh dilubang yang sama emotxtawa tidak kuat ini saya begini melulu capai tidak p ",0,1,20,108,0
2063,0,"langsung ku block saja iya maaf ini bagi teman teman yang sudah memilih jalan sendiri setidaknya jangan lah kayak begitu kita ada jalan masing masing loh jujur sedih aku lihat alat musik di hancurkan begitu ",0,0,39,202,0
2064,0,"ada teman minta saya rekomen dia buat masuk kantor saya iya bagaimana dia tidak siang tidak malam wa an melulu kalah saya yang fangirl dan emak-emak bagaimana mau rekomen kerjanya kapan orang begini ",7,0,37,183,0
2065,1,"alhamdulillah kembali ke kota pahlawan dalam rangka mendampingi teman-teman peserta diklat smg mndapatkan inspirasi yang trbaik sebagai bekal fase kediklatan berikutnya ",3,0,24,161,0
2066,0,"udahan iya bieberfact nya koneksi mendadak norak parah sekalian saya mau of yang mau kenal saya flw saja emotxsenyum night belibs emotxcinta ",0,0,25,122,0
2067,0,"pembukaan tidak pernah di amandemen cebong busuk atas berkat rahmat allah yang maha kuasa kamu baca pembukaan uudigas disitu semua dasar negara r i bong-bong0o memang bongak ",114,0,28,171,19
2068,1,"sore kak rica emotxsenyum sudah makan kan di semangat terus iya kak emotxsenyum ",0,0,15,61,0
2069,1,"tapi dortmund keren emotxjempol rt ikhifiqri congratulations bayer munchen ",8,1,16,71,1
2070,1,"alhamdulilah sehat walafiat nanda emotxsenyum mau lanjut kmana sudah lulus sekolah ini ",0,0,14,77,0
2071,0,"tahun-tahun kemarin sebulan sekali lewati malino kalau melakukan pendakian skrang-skrang kayak sdah tidak bisa lagi capai ini tempat emotxtawa h terakhir kesini 19 july 2017 url ",4,0,31,163,0
2072,1,"hua emotxtawa kece kece badai mel saking kece nya tidak kebentuk tu muka eh emotxtawa ",0,0,13,76,0
2073,0," username arti kata fans itu sama dengan mengagumi sekedar kagum boleh kagum demi kepentingan pribadi sampai menganggu kenyamanan orang tidak ",0,0,26,145,0
2074,1,"cinta seorang ibu berada tepat di bawah cinta tuhan kepada kita ibu tidak pernah lelah untuk menyayangi dan mengasihi kita cinta nya lebih mulia daripada cinta seseorang dimanapun di dunia ini ",4,0,34,195,0
2075,1,"chef marinka cantik banget emotxcinta ",1,0,6,29,0
2076,0,"banyak orng marah karena username bilang pks melahirkan 2 koruptor besar katanya itu oknum goblok keterlaluan oknum berlaku untuk kelas kroco kalau kelas kakap apalagi presiden kok oknum memang dia bisa dapat projek tipu tipu kalau bukan karena presiden parte username ",22,0,49,271,3
2077,0,"waktu kalian jadi oposisi era pak harto pak sby kalian mudik lewat jalan tol jembatan pelabuhan yang dibangun era pak harto sby logika dipakai admin dungu bikin anjlok elektabilitas pak username c username username username username c username url ",21,0,59,267,1
2078,1,"rindu ini mulai mencair sebentar lagi menguap peluklah kasih erat pasrah seakan jiwa kita ikut terbawa tunaikan twittmalam twittrindu ",4,0,25,141,0
2079,1,"alhamdulilah baik geulis kamu apa kabar gingsul p ",0,0,9,50,0
2080,0," username dan dibilang kok gendutan dan ditanya kapan nyusul mas mbak ini nikah dan ditodong mana angpaonya dan dimaki umur sudah tidak kecil lagi masih saja sendiri asam memang emotxtangis ",5,0,45,187,0
2081,1,"nyampe rumah alhamdulillah teryata bapak suami sudah masak capcay dan bihun goreng sebelum berangkat kerja tadi pagi kayak begini ini yang bikin selalu cinta ",2,0,25,155,0
2082,0,"mereka yang sensitif adalah krisis identitas kasihan ",0,0,7,52,0
2083,1," emotxtawa kan cantik jadinya kalau senyum emotxsenyum ",0,0,8,39,0
2084,0," username kamu lebih baik seperti username saja kampanye nya 4 masalah saja intoleran anti kebhinekaan ormas radikal dan saya pancasila wes ojok kakean macam macam sebab tambah kelihatan bodoh mu saudara laki-laki url ",56,0,40,215,8
2085,0,"ini lho yang mengiris hatiku masih tega buang sampah plastik sembarangan masih males mengurangi pemakaian plastik kresek plastik kemasan lain bijakberplastik url ",5,2,30,168,0
2086,1,"seluruh hidup saya saya dedikasikan dan saya peruntukkan sebagai contoh untuk dia bahkan saya rela mengubur mimpi saya dalam dalam demi bisa memperjuangkan cita cita nya kelak saya tidak mau dia merasakan sulitnya hidup seperti apa yang saya sudah lalui hanya itu ",0,0,46,267,0
2087,0,"orang ruangan pada belanjamulu ke malakunya ditinggal sendiri sobat kismin pura pura bijak sok mau membelanjakan kepada hal hal berguna hilih ",7,0,24,152,1
2088,0,"alamak kehebohan tiap malam dengan dua eyang ini ingin gadengerin tapi kenceng semua suara suara sinema elektronik volume up dan akhirnya apal jadwal sinema elektronik sctv rcti dari sore ampe malam jamii pencapaian ",3,0,36,200,0
2089,0," emotxtawa kok klen gituin si fqri woi klen delkon aku kenapa di ï parah kali bah emotxdatar ï ½ ",0,0,18,82,0
2090,0,"sudah ah jangan sedih katanya strong sel adit ",0,0,8,46,0
2091,1,"amin iya alah thenks kak â º tidak enak vie kalau tanya dianya yang sabar iya semoga dapat yang lebih baik lagi di ",0,0,22,112,0
2092,1,"dari allah masha allah allah sangat kasihkan kita sebab itulah walau setinggi gunung pun dosa yang kita himpun allah tetap akan mengampun setiap dosa dosa kita kasih sayang yang maha agung yang pernah wujud di alam ini adalah kasih sayang dari allah ",10,1,48,257,0
2093,1,"mimpi absurd semalem lagi kumpul-kumpul di depan toko apa tauk sambil makan martabak beneran duduk kumpul-kumpul mksdnya tiba tiba disamperin dian sastro dia minta martabak terus ikut kumpul-kumpul sambil ngobrol mungkin saya lupa doa sebelom tidur ",4,0,38,244,0
2094,1,"karena cinta yang sesungguhnya berasal dari hati di rasakan oleh hati di ungkapkan lewat hati yang di terjemahkan ke dalam setiap bait bait puisi ",23,0,24,151,0
2095,1,"alhamdulillah akhirnya bisa makan sahur bareng mbah gugel walo cerewet kulinertradisional kulinerbanyuwangi bakulkuliner warunglya url ",8,0,21,140,0
2096,1," username username terima kaaih pak kwik itu juga pemikiran saya secara pribadi terima ksh st di sampaikan pada forum dan bgitu juga hal kenapa dengan yang di sampaikn oleh ibu sarumpait ",4,0,39,173,0
2097,1,"lihat begini saja masa saya deg-degan terus tibatiba bahagia begitu apagga ini yang dinamakan cinta cara i stole this from someone v ",73,0,29,127,14
2098,0," username username username username bercita cita jadi jongos pola pikirnya terbatas pada bagaimana caranya menjongoskan diri dng baik jadi menurut saya kapasitasnya otaknya tidak mumpuni unt menampung cara berfikir yang tuliskan oleh username ",18,0,43,251,2
2099,0," username sayang sekali niat baik dan terwujut belum tentu dilanjutkan menjadi lebih baik lagi bahkan sebaliknya hanya karena ketidakmampuan membedakan antara urusan kontestasi politik yang usai dan urusan kesejahtetaan warga yang menjadi tanggungja ",2,0,38,249,0
2100,1,"lawan saya mah pasti menang saya nya ta tidak enak emotxejek ",0,0,11,53,0
2101,1,"selamat ulang tahun lia semoga kita semua lulus un dan masuk ptn favorite tambah gemuk juga iya di ",0,0,19,97,0
2102,0,"mendadak lemas dari pada yang keluar yang jadi perabotan begini yang keluar ",0,0,12,73,0
2103,1,"benar kata mbah sudjiwotejo kalau jokowi ini lama-lama jadi dianggap nabi tidak bisa disalahkan ",2,0,17,87,0
2104,1,"aduh jadi cerita kmana-kmana intinya iya kalau kita slalu bersyukur slalu mrasa cukup pasrah tapi ikhtiar kenceng slalu adaaja hal yang bkin kita merasa beruntung di tengah-tengah tantangan hidup yang semakin tinggi dan doa orang tua adalah yang paling utama ",2,0,43,243,0
2105,1,"hapy birthday vita semoga makin cantik soleha sukses akhirat dunia iya amin emotxkedip ",0,1,15,78,0
2106,1,"eh karahel emotxkedip benar makin cantik alimnih kakak di aduh jadi terbang emotxtawa tambah cantik kalau pakai ",0,0,19,93,0
2107,0,"inget fitnah itu lebih kejam dari segala galanya ingat itu ingat yang merasa habis ngefitnah saya ",0,2,17,97,0
2108,0,"ibln rnya putus berapa lama memang kamu jadian dia labil sangat ki bentar-bentar marahan begitu deh ",0,0,17,93,0
2109,1,"somi terima oppa apa adanya kok tenang saja emotxsenyum mau norak nge drama jungkir balik juga kalau sudah sayang mau bagaimana emotxsenyum ",1,0,27,118,0
2110,0,"pitnah o sekarang ndin sombong yak em anarpah makane ikut ngopi ta ojok sombong ae kun ",0,1,17,88,0
2111,1,"aku bersyukur segala hal untuk pertama kali kulalui dgnnya akupun bersyukur atas semua hal yang membuat senyum diwajahnya aku ada bersamanya tak peduli saat marah dtng kami tak lama jika berjauhan mungkin karena aku yang terlalu sering mengerjar dan ibumu terlampau kasihan pdku ",4,0,47,275,0
2112,1,"selamat pagi bidadari emotxsenyum ",0,0,5,24,0
2113,1," emotxtawa h kan kamu masih dimimpiku cinta emotxejek ",0,0,8,39,0
2114,0,"oa emotxtawa h maaf aku khilaf aku keceplosan ",0,0,8,40,0
2115,0,"sabar yah sayang ada waktunya orang orang itu dapat balasan ilmake sure theylget it dont hide ur smile dont give me fake smile everything gonna be okay username url ",3,0,41,177,0
2116,1,"yoi deliamrizal man of steel keren di with putputrihan ",3,0,19,65,1
2117,0,"sudah saatnya menjadi singa yang garang dan terhormat bukan lagi menjadi anjing penjaga kepentingan yang memberi makan url ",2,0,25,134,0
2118,0,"pindah gedung bukanya pelayanan makin baik bahkan makin makin dikira waktuku cuma buat antri disini yah dikira tidak ada kerjaan lain yah buset buset ",4,0,27,148,0
2119,1,"tuhanlah dengan segala rancangan dan rencana baiknya saya bersyukur dengan apadanya diri baik susah dan happy always spirit ",0,0,18,123,0
2120,1,"selamat bekerja dan semangat yah â ",0,0,8,40,0
2121,1,"hari ini banyak banget pelajaran yang saya dapat sih yang sebenernya diingetin lagi buat kesekian kalinya sama beberapa peristiwa hari ini 1 harus banyak bersyukur sekali lagi bersyukur jangan kufur 2 jalanin hidup ensenang ajah jangan dibawa ribet ",4,1,45,254,0
2122,1,"kocak ye jokowi pidato pakai bahasa betawi ",1,0,9,44,0
2123,0,"sah sah saja anda fans persija membela pemain klub favorit walau persija bapuk tapi jangan kelihatan banget lah apalagi soal via vallen simic ini mikir ",7,2,32,159,0
2124,1,"empat tahun lalu ketika orang orang hepi karena keterima kerja sekolah lagi saya hepi karena nama saya nongol di daftar ini workshopcerpenkompas-workshopcerpenkompas014 tsygmc foto username url ",11,0,36,184,1
2125,1,"makan mie enak ini ",0,0,4,18,0
2126,0,"ini juni dimana gugur daun bidara melunglai meresapkan sepi hanya sesak rindu menggebu disemua lembar lembar kekaguman aku pada mu sudah lelah kah kamu menatap sementara langit masih menyimpan cahaya biarkan malam memeluk gelap pagi memuja sunyi dan aku mencinta engkau ",14,0,42,273,0
2127,1,"ï ½ akhernya sampai di sofaku yang nyaman ï ½ lanjut ï ½ lagi ï ½ at pt mpf su park bij pic â ",0,0,22,98,0
2128,1,"sesayang apa sayang banget banget banget sampai susah buat ngungkapinnya dan sayangnya itu beda banget tidak kayak fans ke idol tapi kayak ke saudara sendiri kayak ke adek sendiri kayak ke anak sendiri jugadan rela banget buat ",0,0,43,233,0
2129,1,"pagi juga emotxsenyum selamat pagi mimin cakep emotxkedip rt selamat pagi masivers emotxkedip ",0,0,16,66,0
2130,1,"selamat menjalankan ibadah shalat maghrib pbeauty my princes and my prince â º ",0,0,12,78,0
2131,0," username memahami bahwa memang benar yang pernah bikin kecewa tidak selayaknya diberi kesempatan lagi kasih dana umum saja kali kali zong dapat kartu biar masuk penjara huuhkzl ",3,0,34,182,0
2132,0,"drama kmarin sore seharian puasa terus pas lagi mandi kaget bcz kedatangan tamu tak diundang pas banget woi pas lagi adzan maghrib terus jadi galau dong seharian itu dianggap sah puasa apa tidak emotxdatar ",1,0,34,191,0
2133,1,"intinya sih kamu jadi siapapun aku tetep sayang kamu kita ut 6 tahun bersama meskipun harus ngitung dari awal lagi smpe akhirnya sekarang ut 3 bulanan emotxtawa ",3,0,33,162,0
2134,0,"untungnya ada kedua orang tua dan orang di sekitar yang sayang menyadarkan saya bahwa patah hati tak boleh membuatmu tak menyelesaikan skripsi hidup harus terus berlanjut jangan terlalu berharap dengan genggaman satu orang sedang kamu sebenarnya sudah mendapatkan banyak pelukan ",3,0,46,279,0
2135,1,"dari tadi sore mau coto tapi tidak sempat terus sampai rumah terlanjur capek lapar tengah malam buka kulkas nemu indomie coto makassar alhamdullilah url ",7,0,29,157,0
2136,0,"bikin kecewa saja kamu ",0,0,4,22,0
2137,1,"suatu saat nanti kalau aku noleh ke belakang dan inget masa sekarang aku bakal senyum dan bilang di dalem hati aku tidak kehilangan apapun tapi dia yang kehilangan orang yang paling sayang sama dia ",0,0,38,196,0
2138,0,"ikhlasin saja lagi kesal kak ",0,0,6,29,0
2139,0,"namanya orangtua iya memang wajib kan bayarin anaknya sekolah jadi gada tu yang namanya buang-buang uang semua yang sudah dilakuin sama kita baik benar apa tidak itu gabakal sia sia gausah takut gagal gausah mikir buruk justru yang sia sia tu dengan kalian ngejudge orglain seperti begini ",0,3,53,275,0
2140,1,"dia 30 tahun dengan status kerjaan padat aku padahal sudah mau 27 selo banget cara ku biar di wa itu konyol habis sih emotxtawa tapi it works so ",7,0,34,140,1
2141,0,"mulai agak kecewa sih sekarang sekarang ini ",0,0,6,43,0
2142,0,"terlalu miris melihat orang yang berkedok apa laginseorg undidik agama namun tak pernah bijak menggunakan tata bahasa menyinggung orang lewat media sosial ",1,0,23,150,0
2143,0,"ada yang teriak-teriak indonesia di serang tka asal china padahal ada wan abud yang order plastik sampah sampai jerman gm bisa bikin pabriknya kali iya goindonesia ",7,0,30,157,1
2144,1,"semuanya ku lakukan atas dasar cinta kepada mu wahai kekasih ku ",3,0,14,69,0
2145,1,"be thankful for everything that happens in my life so far its alan experience iya captionnya tidak nyambung sama fotonya cuma sekedar berekspresi saja kok emotxtawa waterfalls ",2,0,37,182,0
2146,1,"selamat sore ",0,0,2,13,0
2147,1,"coyg rt thamasfm wah mang mantap ye si kurnia meigaio ",9,0,13,56,2
2148,1," emotxtawa keren nge di ",0,0,5,19,0
2149,0," username dalil haditsnya justru imam mahdi tidak pernah mau mengaku mengaku jadi imam bahkan sudah ditunjuk pun dia tidak mau menerima amanat untuk memimpin umat lah yang ini apah sudah mengklaim nyuruh umatnya mundur inamahdi bahkan nolak dibai at bukan bi ",7,0,48,252,0
2150,0,"national monument monas hanya bejarak sekian ratus meter dan terlihat setiap hari dari kantor tapi menyentuh dinding pagarnya pun belum pernah ",3,0,25,150,0
