id,tweet,sentimen,pos_words,neg_words
7561,ah kamu kan metamorfosisnya tama dari kamu terus ke tama :d lebih baik saya wan dari pada pratama,,,
7562,#tselbq10 telkomsel blackbery q10 hadir dengan performa dan desain elegan yang istimewa khusus untuk anda qw,,,
7563,semangat yah by gawenya jangan ngantuk yah (�✣�)�`),,,
7564,kamu tampan juga hatinya♥� aku suka sama kamu,,,
7565,hoam biasa iya dong saya cantik ;) memangnya jele,,,
7566,hore berapa bulan ka ko saya yang mual aneh -_-' jangan saya lagi wah tidak-benar nih !,,,
7567,owh salah y deh :) ywd sini pin kamu mana w invite lagi deh hehe,,,
7568,bicara mupon mah gampang la wkwkwk mangkanya kamunya mupon biar galebih lebih lagi sakitnya;'),,,
7569,berapa lama di sana kang,,,
7570,tambah lagi sabunya! siaga satu mblo aman �,,,
7571,pusing pening meriang main air terus drtd:,,,
7572,bingung pakai begitu enak why why solution,,,
7573,nyokap saya sakit pemirsa :(,,,
7574,saya gabakal lagi ikut ini itu di k e lagi cukup tingal nungu sensor,,,
7575,meskipun bawan rempong dan kaki masih bermasalah tetap semangat mudik :d,,,
7576,dih alay weks amat! kamu kena virus zha ya kembaranku kamu kenapa d suntik:'( :'( get well soon ya ryan kuh,,,
7577,untuk sat ini kaya nya harus mengalah rehat untuk ngapa in dulu kecuali buat fokus kerja dulu,,,
7578,pas aku nya bisa kamu nya sama yang lain tidak-ada jadwal nya jadi kan tidak-bisa ketemu coba bisa diluar,,,
7579,bau sikil gilak! hahahaha #kaki ini terasa lelah,,,
7580,waktu itu benar benar dibelakang aku masa hiy:'(,,,
7581,selamat hari kebangkitan nasional hapy birthday for me \(^_^)/,,,
7582,ajak aku senang senang dong :(,,,
7583,sekarang harus bisa lebih sabar nginetinya sama2 dari hati saja hehe,,,
7584,tl saya ramai amat sih saya guyur pakai slime nih,,,
7585,yeay! chelsea tv - jose mourinho : saya siap bertahan lama di club ini (chelsea),,,
7586,batuk2 sakit ke dada masyalah (� �),,,
7587,dingin sangat -_-,,,
7588,ko bisa membosankan,,,
7589,kasih ngi! biar lurus lagi tidak-kusut gadapet jatah kali ada yang lagi esmo,,,
7590,muka panas � (at eva mulia skin care) —,,,
7591,kita laki saya jijik amat tuh kalimat konde dikira tulisan saya wkwkwk,,,
7592,buka gokil tapi hancur wkwk,,,
7593,deg-degan ya :) cukup galau liat ru :|,,,
7594,hah eyang subur mau jadi presiden-_- melalui demokrat pula nyebut saja dlu!,,,
7595,orang mirip kamu itu susah dipercaya! karena sudah sering bohong :) jadi banyak deh yang tidak-percaya ;),,,
7596,kebiasan abs nya kalau clana panjang buat treking tidak-nyaman kalau kerja boleh clana pendek juga saya pk clana pendek :d,,,
7597,bangun woi selamat pagi selamat beraktfitas sodara2 #tidurlagi,,,
7598,yah tidak-jadi dicatet sama malaikat deh 3rakat biar kaya orang-orang begitu update,,,
7599,kamu monyet bodoh disms lama sekali baru mau tidur lagi eh si nyomet sms minta contekan poke,,,
7600,biarin saja saya lagi senang dih dih nawar :p bolehin lah:p berlianapra: enga boleh :p,,,
7601,material flow cost acounting done! ih lega sekali ☻ (at m-csr trisakti university) —,,,
7602,pelit besok tidak-boleh ke sekolah kata pak aris&bu dyah,,,
7603,noh di bak sampah tole makanan mana makanan,,,
7604,enga bisa nulis kondisi jalan rusak parah,,,
7605,pecahkan saja gelasnya biar ramai bosan saya kampret !,,,
7606,yah mewek benar cupcupcup (‾� ‾�“) peyuk selalu cabal pih : cabal,,,
7607,wkwk nazjong nomer sendiri kaga apal-_- sama2 susah mupon saja ;s minta kodil saja ya lip saya kaga apal eh,,,
7608,pen ksekolah jam berapa pakai seragam lengkap atau atasan bebas _,,,
7609,heny turut beduka cita ya yang kuat ya jadi jagoan harus kep strong biar tenang fadjarnya ya� �lovyu (with r heny mariana ),,,
7610,mahasiswax saja yang bodoh sia2 perjuanganya sluruh mahasiswa indonesia haha kodong mahasiswaya,,,
7611,<- anak rajin engak mengerjakan tugasnya nenek2 peot-_-wk terlalupinterb ing,,,
7612,iyah eh tidur luh sudah jam berapa nih- - oh  begitu ya oke deh,,,
7613,hey ! sudah lama sekali tidak-ketemu kamu :-d btw lagi kurang fit ya,,,
7614,dufan promo harga khusus dalam rangka may day!,,,
7615,baik kaka k2 hormatgrak :p,,,
7616,jangan dipikirin min bawa santai saja ath sekolah pecah deh nih memikirkan sekolah,,,
7617,itu twiternya bu medi gung mbd bu -_- lebih susah uas dwh atau mbd survey,,,
7618,gerah kipas angin sudah nompok didepan saya sudah dibedakin kaya bocah ini badan tapi masih merasa gerah entah kegedean badan atau apa (�_�),,,
7619,whua selamat ya sry hongkong my sunshine☀ my nona♥ ☺,,,
7620,kost ramai lagi :) (at jalan intan vi sumur batu) —,,,
7621,kenapa tidak-jadi nonton di youtube saja gratis tis tis,,,
7622,cabul sih sudah tutup bul -_-,,,
7623,bau ! hah noh lagi mau berangkat die ras tidak-konser kamu kan sudah ditunguin noh didpn,,,
7624,jaringanya takut macet kenapa tidak-saya wechat saja yah( )�,,,
7625,bayar :p wkwk lama lama gasik lo-_-,,,
7626,oh pantas biasanya ada terus di tl hahaha :),,,
7627,kalah pejabat juga he,,,
7628,jika kamu yakin indonesia bakal menang!,,,
7629,lagi malas sangat balas sms/bm engatau kenapa!,,,
7630,pas liat uti nangis begitu aku langsung nyalim sama meluk uti :'),,,
7631,o buang atuh sampah nya sampah !,,,
7632,aku juga pas diah haha ;),,,
7633,itu saya naik mobil terus dia lewat jalur yang mau ke arah pejaten dan disitu memang parah sangat deh macet dimana sudah ri,,,
7634,hidup lurus saja bro kalau sudah lurus jan tengok tengok kebelakang lagi karena hanya bikin kamu sakit hati~,,,
7635,astagfirulah-_- tidak-ingat! hahaha! tidak-jadi kasihan bos sudah datang pas saya lagi makan ner tidak-lama kamu masuk lift deh tadi doi datang,,,
7636,wkwkwkwk aman terkendali mas lha py,,,
7637,salam damai untuk indonesia y lebih baik dan harmonis :),,,
7638,sakit kali lihat uts ketenikan pabrik babi ini!,,,
7639,folowback cantik,,,
7640,siape tiw hati-hati ah harus bisa membedakan mana orang yang baik dengan yang baik :d,,,
7641,kelakuanya parah ye ka :/ sekali dekarizista: ngeri ya sasaeng fans :/,,,
7642,halo selamat pagi mari bersiap! :d (at kompleks angkasa) —,,,
7643,kasihan dia ampe marah segala masih tidak-aktif marah besar kayaknya :'(,,,
7644,pusing dong ihx_x ipa saja stres apa lagi ditmbah ips weowe sangat deh itu,,,
7645,yeay \m/ murid ibu pintar sekaliw;drt saya bu guru! :d bilqis06_: malam\m/ siapa yang sudah solat,,,
7646,optimis!no pesimis oke;)btw fisika kerjain dicatetan yang lks-_- amin pesimis tapi,,,
7647,iya sakit eyut lagi sakit,,,
7648,lahir bulan mei : keras kepala dan berkemauan keras dan memiliki motivasi ting memiliki pemikiran tajam,,,
7649,wkwkwk ~ waspada jgn2 dia ngondek kalau cowok suka boyband wajar tidak-rt tespeck: cowok suka girlband,,,
7650,aku dijakarta ni sma ngapain ke sana pengap kamu g kejakarta,,,
7651,benar tu bnran ada2 ja kutang balita mat,,,
7652,pret biar paling cantik kamu disana yang nanti aku hitam tega nian ahaha,,,
7653,rumah sakit makin komercial! orang miskin di fasilitasi negara di tolak! hati nurani tergadai,,,
7654,apa yang aku lakukan dimasalalu adl yang membentuku pada hari ini walaupun banyak kesalahan aku tetap banga menjadi diriku,,,
7655,kalem don woles saja mirip lumpia~ abis kesal emosi di pancing terus~,,,
7656,ternyata enak sangat kalau dikamar sendirian rasanya tuh bebas dan tidak-ada yang ganguin� �✜,,,
7657,mukamu penuh dengan lubang2 kecil seperti rembulan dimlm hari apa itu ketampanan mu ! #mikirkeras tuhan itu adil menciptakan kamu,,,
7658,selamat pagi sayang :) semangat ujian praktikum nya yah({}),,,
7659,hehehe baik mami,,,
7660,yey semangat nul : alhamdulilah ac seminar ☺,,,
7661,mbak � nya sama kaya gue! takut banci x_x,,,
7662,doain ya kaka sayangs ;) bagus lanjutkan dek wk insya alah ka o:) salsachacab: alhamdulilah,,,
7663,lagi di hati memang kamu lagi dimana rositalegia: macet nya amit2 tidak-kaya cinta aku ke kamu ha!,,,
7664,<- kalau sudah marah bisa keluar nih yang di dalam badan usus jantung hati paru-paru misalnya,,,
7665,iyap benar kamera dslr kamu disewain tir,,,
7666,i'm at puri indah mal (jakarta barat dki jakarta) w/ others,,,
7667,akhirnya ada acara tv yang menarik untuk ditonton:) terima kasih rcti:),,,
7668,keluarga besar :d kamu boleh saja hina saya tapi ingat jangan pernah kamu hina keluarga gue!,,,
7669,semoga nilainya bagus naik kelas ya alah besok bagi rapot t_t semoga mama yang ambil ya alah amin,,,
7670,astaga hati anda kalau berbicara itu fitnah wkwk,,,
7671,fat burning stadion utama gelora bung karno (gbk) w/ others),,,
7672,casan kodok gp jan casanya mana sodorincolokan pala ku cenat cenut kaya batre belo,,,
7673,iyah cedih :'} jleb bingit d eh si dinot pindah ke jakarta yah kita disini makin sepi saja sudah :,,,
7674,aku juga ni :( aku terjebak macet min :'( pada kemana ini paranada ;),,,
7675,iya sama mudah an laku kamu makasih ya da yang mau byarin kmputer tidak-ni specnya:asus p5g41-tmlx3 core2duo,,,
7676,tadi dcndg raos bknya traktir malah ngelitin saja payah :p hahah itya dund harus :p iya setuju deh sama,,,
7677,gp khilaf yang penting pj dong khilaf nad pasangan baru berisik nih pagi2 u,,,
7678,pegel sekali di motor berdua sama agung huahahaha,,,
7679,tingi rendahnya pencapaian kekayan kepandaian seseorg tidak-selalu berbanding lurus dengan tingi rendah hatinya,,,
7680,tidak-ada banga2 nya sudah giliran saya didiemin oke,,,
7681,ea enak sini-sini tapi mata :d saya mau dong apasi dewiprasetya: oh jadi tidak-mau diciyumpeluk sama,,,
7682,apatuh rumpi dm ja ergh! ayusa95 owh kangen belo kamu boleh jujur satu perkara,,,
7683,pesan cinta #omspiktanya lagu yang sering kamu dengerin sebelum tidur,,,
7684,sayang sama siapa kamu a wkwk kamu fikir saya sayang sama kamu hahahahaha sekali,,,
7685,ah sayang kangen lagi masa :( nanti aku balik lagi sayang : {} tega sangat sih guenya ditingal sendiri disini :'(,,,
7686,bapak2 di depan ini bau keteknya ngalah2in saya eh loh,,,
7687,muna sangat kamu wkwk lah soktau kamu pasti resa � cukup salut & tidak-sangka sangat dia,,,
7688,thanks sayang ☺,,,
7689,ade kaka bertengkar saja saya suntil jadi batu tahu rasa kamu ber2,,,
7690,masih kecil sudah kebo saja (with aqela at my alter ego) [pic] —,,,
7691,mau ke carefour pasar mingu saja pada heboh -_- (with indah and d3d3n at jalan raya pasar mingu) [pic] —,,,
7692,� � rt yah kan salah gw:d istishesty: kurusan mana sama saya - - kekurusan katanya:(,,,
7693,jujur sekali mesi : meski kami juara real madrid adalah klub terbaik musim ini,,,
7694,tua si! ahahaha :d,,,
7695,mantap choir time,,,
7696,jilbabnya panjang panjang aroma kecutnya juga panjang aduh kak kak tidak-pake… (at micro teaching uhamka) —,,,
7697,yaudahlah yang penting saya sudah minta maf :-) terserah kamu mau mafin apa enga :-),,,
7698,aneh semua,,,
7699,iya mirza kata bi heti memang begitu zal makanya saya harus sabar sama fans saya si mirza,,,
7700,bayar bagus ;) done ^-^ hakiemriver: folback lah :d,,,
7701,jangan galau └�g� yah cantik :d,,,
7702,lah pele kamu sekarang kan tidak-hari jum'at noh lagi pada jumatan mana tawa mana tawa adalah sebag,,,
7703,kalau di rawamangun bakso yang enak itu bakso gepeng deket tiptop tapi kalau di bogor bakso yang paling enak itu bakso solo,,,
7704,selamat pagi siapa yang hari mingu nya kerja ! tosdulukita ;) tetap semangat! :d,,,
7705,i'm at rumah duka husada (jakarta west java),,,
7706,terus aku kudu pie haha memang benar lagi sepi nih wkwk soktau pandusaputraj: ra enak sng ngngoni kog,,,
7707,kapan saya bisa tidur teratur lagi kaya waktu jaman sd capai tidur jam segini terus -_-,,,
7708,memang mulutnya ahahaha lebih baik d pngl jlk sih drpda d pngl sayang hanya d mulut saja wkwkwkwk :p,,,
7709,abis capek2 nge-lo duduk2 cantik dulu disini carlo deh huts),,,
7710,oh tidak-macet menyerang di setiap perjalanan ku,,,
7711,apaseh lay kayaknya lagi senang sekali nih yang mau taken mah,,,
7712,cepat hari mingu please,,,
7713,wey gendut jadi ramai kan setan,,,
7714,nah ude basi nah ude disemutin nah ude bulukan haha nah> coklat'e yang sudah kadaluarsa wk hahaha,,,
7715,king of modification � bensin yang sama saja rasanya kirain lebuh gurih begitu dikasih manis manis sedikit biar enak,,,
7716,mungkin urat malunya sudah putus tidak-ad urat malu mungkin dia sudah lelah shel haha,,,
7717,ceritanya mau memperbaiki revisian pm tercintah pas dikantor oh ta nya kan dikosan pas dkosan lho ta nya dkantor habis kata el-_-',,,
7718,najis ih lagi tidak-di rumah bob kangen ya sama guwe kiw sudah saya dm yah,,,
7719,akhirnya saya nyadar kalau si mimi itu memang menyebalkan sangat pantas para kontestan tidak-suka ama dia #masterchefid,,,
7720,hapy satnite k cantik :),,,
7721,iya makasih endut semangat juga buat sbmptnya semoga masuk ub ({}),,,
7722,baru saja berakhir hujan disore ini menyisahkan kilau nya indah pelangi :),,,
7723,mau pulang malu tidak-pulang rindu sticker angkot,,,
7724,buat apa rt carikantongmuntah nah iya brian o'conert jangan bilang kaya,,,
7725,curhat ya cha wkwk hatilu kemana memang pas pembagian kamu gaikut sih jadi gadapet hatikan kasianwkwk,,,
7726,nah! ini patut di contoh � bakar-bakar guru lebih keren deh bang haha,,,
7727,sepi kan -_-,,,
7728,eim kamu dimana sih barang saja sama k kalau mau ke malam rabu ya haduh ramai tuh pasti a :,,,
7729,apan sih kamu cup sudah kaya marbot masjid tas tes terus (‾�‾“)� test ~,,,
7730,baik ka,,,
7731,nah ke jakcloth enak sekarang nih pas sekali lagi sepi sepinya jadi tidak-perlu desek desekan yuklah!,,,
7732,dasar anak2 80's susah ya,,,
7733,sepi amat ya -_-,,,
7734,begitu yang dapat kisi2 pada tidak-bagi2 kalau minta baru sudah bi smsin kalau kita gatau yang enga biarinaja nilainya tidak-berkah kesal sudah ih-_-,,,
7735,_ potona tidak-ke save puas ngrjain c: n,,,
7736,seperti berita online koran&majalah lama pun punya ragam bhasa yang buruk maka kayan sumber bacan jadi pelindungmu dari bahasa yang merusak,,,
7737,lucu sangat ya gemes (with nila) [pic] —,,,
7738,orang yang bener-bener sayang itu tidak-akan mudah buat bicara kata putus,,,
7739,orang ini kalau sudah galau sampah bgt! wkwk c:,,,
7740,adl visi kreatif anda tg hdp anda di masa depan anda harus keluar dari zona nyaman n mjadi nyaman dengan keasingan& ketidaktahuan,,,
7741,aku baik va kamu sendiri gimana kangen :',,,
7742,selamat ulang tahun my sister :d mc donalds bintaro sektor-9),,,
7743,kalau nga mahal bukan schwin merek nya bro hahaha,,,
7744,bingung saya asli,,,
7745,yes #yesornoforyou pernah jatuh cinta diam-diam :'),,,
7746,cepat pulang cepat kembali jangan pergi lagi ♬,,,
7747,kalian jahat sama gaktega matin sama,,,
7748,yakin pasti mama akan kuat ko:'): {},,,
7749,selamat malam juga selamat malam :),,,
7750,keren jersey away #cfc,,,
7751,lebih gogahan saya juga gogah si :p gak! oh begitu :d pakai kasih sayang tidak-wkwkwk,,,
7752,karena tadi saya pidato makanya seharian tidak-ujan kak untung saja tidak-ujan badai ya pas kamu pidato haha,,,
7753,iyah saya sudah buru buru bayar seminar tidak-jelas masa jadinya kapan ish sudah tahu duit tingal receh ya ges ☹,,,
7754,yaudah buru kenapa bertengkar sama rama kalau bisa yak soalnya suka eror,,,
7755,hm mudahnya kegadisan diberi imbalan tenang saja aku bakal nikahin kamu #kelakuan,,,
7756,pol sekali ngenes ya:p semuanya pada pamer raport raportku yang nga diambil ya nga sombong b),,,
7757,tahu dari mana kamu :o kurang hebat apa ruangan saya besok matematika yang ngawas bu niluh sama mr zidan pura2 mati boleh tidak--_-,,,
7758,c: mau pdkt susah iyalah kamu saja tidak-pede bicara didepan dia,,,
7759,rtrt yang harus kita jaga bukan hanya harta tahta dan cinta tapi kata,,,
7760,semoga cepat trkumpul amin :),,,
7761,yah kuatin minum kopi gatau kuat apa enga nih mata enga deh (cont),,,
7762,masih :( melas tapi kamu tetap sayang kita kan :p -_- semakin mengila kalian,,,
7763,tkira ly ng tu db ramai dengan orang nh :d ramai karena kypa lorong ramai !,,,
7764,sd kelas #spikquestion pernah dapat surat cinta pas kelas berpa,,,
7765,saya memang tahu saya tidak-sempurna kya kamu tapi saya ini juga manusia yang perlu d'hargai,,,
7766,oke folowback ya:-),,,
7767,makasih suci amin amin ({}) :) hapy birthday sukses dunia akhirat barakalah cantik :),,,
7768,berusaha jadi yang terbaik buat kamu tapi nga pernah kamu hargain,,,
7769,nyes sangat dengernya asli deh (✣� _✣�),,,
7770,dp bm teman ~ jika kamu jatuh cinta pada orang pilihlah yang ke-2 karena jika kamu benar cinta pada yang pertama kamu tidak-akn jatuh pada yang ke-2,,,
7771,enak kan saya saja tidur di masjid,,,
7772,masih sakit njir,,,
7773,oke mpo bunge : deh pin kamu dm,,,
7774,:( iya :) tapi kamu kaya tai :) he maf ya kalau aku kaya tai:( kamu kaya tai :),,,
7775,sok kamu jon saya pengen sewa vila dipuncak vila paling tingi letaknya dipuncak sewa semingu saja,,,
7776,orang yang menganti makian yang biasanya dikatakan sat dia marah - dengan doa rezekinya akan diperbaiki ~ mario teguh,,,
7777,heh saya itu ya sudah wanita syekali angun sopan lemah lembut baik hati pokok'a wanita syekali deh (�✣`�),,,
7778,kok aku enga diucapin oke!fine ciah semangat sangat bu selamat hari sabtu!☀,,,
7779,woles haha sabar ya,,,
7780,nahloh :d aku sadar kok udahlah tidak-penting juga aku buat kamu :),,,
7781,sayang nikah yux,,,
7782,kakak kemarin ngelive didahsyat ya pakai baju kuning panjang :),,,
7783,haha iya saja biar senang kamu nya siapa saya buat si itu �,,,
7784,hal bodoh buat saya malu update makan sate padang sama orang padang itu dari smt3 kalau g salah masih saja dibahas sampai kemarin -_-,,,
7785,efek mandi pagi pakai sabun shampo odol bayi sanpe sore masih seger haha wangi bayi… (at [pic] —,,,
7786,mulung weh bayar botol kan tetap kencing di botol sih gratis jmn sekarang tidak-ada yang gra,,,
7787,yah berarti yang mana iyalah! tadu memang sms saya kok kaya saya sih,,,
7788,hapy birthday my selalu jadi inspirasi terbaik buat semoga cepat sarjana & go internasional :) #24thafgan,,,
7789,sedah resiko bebrt ini lift lama amat ├�,,,
7790,om palanya kaya lampu taman kata apa yang tidak-boleh diucapin keorang botak kapan susul asinan,,,
7791,berasa _sep _ja pala pusing berat,,,
7792,bukan masalah edan atau apanya nop tapi memang benerkan,,,
7793,mau tidur sakit banget:'( ini kenapa yalah takut:'(,,,
7794,tapi apa fin terkadang si kesal sekali ya liat orang kaya begitu trlu banyak omong tapi,,,
7795,setan kredit,,,
7796,dan saya tidak-kena macet pas pulang ayo deh lumayan bisa tdr/bobo siang :d setuju abis,,,
7797,sdikit lebih lega alhamdulilah,,,
7798,ingat jangan nangis lagi ya hahaha:p iya nih tha sudah ketemu macet ujan pula :/,,,
7799,mantap antv… (w/ & others at taman impian jaya ancol (ancol dreamland) [pic] —,,,
7800,saya bunuh kamu sono deh bunuhdiri memang kamu salah saya lagi yang salah ! gila,,,
7801,iya siapa yang bilang kamu istri durhaka haha,,,
7802,hahaha cinta cinta molo tanpa cinta kamu hari ini tanpa nya,,,
7803,cewek cantik itu cewek yang mampu mendengar membesarkan hati dan jadi penyemangat hidup kekasihnya,,,
7804,akhirnya sampai rumah juga setelah smalaman menghibur diri skarang satnya tidur sampai besok datang lagi z,,,
7805,hastag sangat beb haha aduh bahasnya bep nia dimana alay menuju gaul bukan gaul menuju alay iya gaslaw aku haha,,,
7806,nama nya sih bagus fathanah tapi kelakuan nya enga sebagus nama nya,,,
7807,rha sayang - - dengar yang benar dong :p yang kamu kirim ucapan trakhirnya bukan namaku deh sejak kapan,,,
7808,sebentar saja sebentar kaya tidak-tahu saya saja tidak-mau ah nanti tidak-dibayar pesan saja pesan wk devi_achmad:,,,
7809,tidak-enak badan:&:&:&,,,
7810,ya � nda gila kuat benar dikau :d,,,
7811,untung saya bukan php perasan haha ah saya di phpin (✣� _✣�) (cont),,,
7812,aku kan rmhnya sekarang di rawamangun say tidak-jauh dari matraman :-):-):-):-) main dong ke rumah ku :-),,,
7813,d'beri kasih sayang pancingan gokil ini buat twit malam ya friend -> buat mencegah pemukulan kepada pramugari lebih baik,,,
7814,syukur deh :) haha aya garong na haha balikan ya sama si j #tandakutip hehe,,,
7815,cinta pertama adalah kenangan,,,
7816,serius kamu asoy atuh hahaha,,,
7817,kemesran! maf tidak-ada uang dolar karena suara anda terlalu bagus bagaikan emas;(,,,
7818,hehe aku juga serius :) tidak-ada yang berubah dari boyz ko :),,,
7819,caranya ambil palu terus getok tidak-punya cara buat bikin elu peka sama gue_-,,,
7820,sombong sangat sudah :( marah ya map ya,,,
7821,oce kak folowback dong twiter yang lama jadi akun buat usaha onlineshop terimakasih jangan di unfolow ya :d�,,,
7822,memang peot diajak yang � co cwet� 02-02-2013 mengucapkan janji setia with rina alviani ♥ ☺,,,
7823,belum ada yang ucapin untuk malam ini tidak-hahahaha tidur car kalah nih sama anak saya (cont),,,
7824,pink #tanyadoang warna favorit bias apa -ys,,,
7825,badan yang sabar ya mafkan aku menyiksamu hari ini,,,
7826,membicarakan bajang hyuna 4minute bebas stres gara-gara menyanyi kalau kamu apa yang bikin kamu bebas,,,
7827,ketiduran niat nya tidak-mau tidur ini muka masih penuh sama eyeliner sama alisx_x,,,
7828,hahah iya saja deh ya ;) gaterlalu susah sih wkwk,,,
7829,es kelapa muda #omspiktanya juicejeruk / eskelapamuda,,,
7830,jika kamu menjalani hidup dengan penuh rasa syukur maka semua ini akan terasa indah walau,,,
7831,hahahah seruan yang lucu asikan pakai lagu yang pakai pakai lagu ya ki,,,
7832,galglg beli face mask ini bau ish,,,
7833,berantakan sudah ini mah,,,
7834,sakit cemuah ne badan uy,,,
7835,kelakuan dapat memperindah penampilan akan tetapi penampilan tidak-dapat memperindah kelakuan :),,,
7836,scren captrure tidak-berguna yolah delete~,,,
7837,diawali dengan sebuah hal kecil yang dituangkan dalam bentuk tulisan sepertinya akan mewarnai cerita hidup :),,,
7838,ya saya benci kak tompel saya paling benci sama kaka marching band yang ber hahaha,,,
7839,sika kesal sih kalau sudah ilang seperti gini,,,
7840,hahaha iya berarti benar hahaha,,,
7841,mention sepi seperti pasar- -,,,
7842,sepi syekali dari tadi tidak-liat di tl dimanah dirimu,,,
7843,get well soon ya cepat sembuh ya as :- {}{},,,
7844,rida jahat :(,,,
7845,lebih baik kalau mau mention yang sopan dulu liat orang itu siapa!,,,
7846,baik we :p wkw kobe :p pantas baik sangat :) renitrinita: apan -,,,
7847,ciye ciye hapy aniversary ya sayang semoga langeng teruz ;)♥({}):,,,
7848,memang mainin hp tiap hari cie yang ketahuan mainin hape pas jam kerja,,,
7849,ingat kan nge kita pas balik dari tebet ketemu sama pas antar bayar baju : dia langsung minta kenalan sama saya,,,
7850,es yougurt mambo enaknyo (with keni at pasar modern bsd city) [pic] —,,,
7851,cinta itu seharusnya melahirkan 'kasih sayang' bukan 'kasih syahwat',,,
7852,selamat pagi mahasiswi2ku � � (at —,,,
7853,jujur lebih indah,,,
7854,kalah gaul,,,
7855,bih gagah cih b) kek mana transformer lewat cikande bah ! :\ bus nya (cont),,,
7856,susah kalau debat sama orang yang otaknya cuma setengah memang tertulis buat dedi kok pakai (cont),,,
7857,pagi yang indah menungu terbitnya matahari ditemani secangkir kopi yes a,,,
7858,iya iya lofyutu: rt mana nak-_- ah jadi enakrt sayang sama yang satu ini bukan main main,,,
7859,untungnya aku tidak-pernah liat tapi kemarin pas di busway liat kasus copet d pingir jalan,,,
7860,sumfeh papa bebi-ayat ayat cinta suka deh #xfisuport,,,
7861,kaka via68_artika haha bagus yaudah semangat bersenang senang ya via wk,,,
7862,baik kakanya apa kbar :d melinda pa kabar eh ada orangnya :d b,,,
7863,ahaha iya kak dibajak (� � �) asik bet kak soniabuftheim pm nya sayang lelaki sunda wkwk,,,
7864,pra uap semoga lancar dan hasilnya memuaskan (�),,,
7865,inten saya cuma yang ngjr bang raj jadi aman hahahahaha,,,
7866,makin tidak-enak saja,,,
7867,kalau tidak-karena si gendut liburan sekolah males sekali ini… (w/ rizqamalia at xi metropolitan mal bekasi) [pic] —,,,
7868,momogi #spikwithspikers cemilanfavorit kamu kalau lagi santai dirumah,,,
7869,yah serius tiw kamu sudah kemana saja selain gramed matraman,,,
7870,oh oke,,,
7871,baru usaha untuk selingkuh -> arti selingkuh positive buat farhat abas kwkwkwk gila nya parah wkwkwk,,,
7872,apny yang enak dsar rakus ni anak,,,
7873,selamat pagi ♥ semoga ayah tenang disana :')({}),,,
7874,hahai kok tahu bohong ke bohong itu bohong :p,,,
7875,jika kita tidak-bisa menjadi orang pandai jadilah orang yang baik,,,
7876,bodat nya ah bau x rokokmu itu la,,,
7877,okedeh piti makasih sudah di handle eh tadi di hm lama ampe jamber,,,
7878,gahahahaha seru dong kan bisa puasa ama mama n papa vika tidak-mala sendiri iya ni bentar di bulan juni sudah kali bolak balik,,,
7879,kuruk kuruk kuruk pukpuk sekarang hanya ingin menangis :'(,,,
7880,yaudah elap dulu kek ah ingusnya! ambilampelas saya senang kalau kamu senang ko sa melas senang amat,,,
7881,di timeline ku kamu smuaji pal hahaha liburko tidak-biasa tidak-sibuk :p,,,
7882,oke silahkan :),,,
7883,mau dong val jumat saya bawa hardisk deh copy yang bagus bagus ya ~(‾▿‾~) (~‾▿‾)~,,,
7884,juga ye baek cat saya mahal bro wkwkw besok jangan lupa bawa cat airnye angi yak;),,,
7885,oke move bm ya:3 yauda nanti diksih tahu ko gatau lam gatau-_-,,,
7886,gp kenapa memang kenapa sie cha chacha_96: hari ini tidak-sms saya parah kamu ! kamu angep saya apa ( apa sih cha orang tidak-ada sts,,,
7887,hidup kamu merih sekali sih ! kamu enga pernah sadar sih kalau saya itu sayang kamu ! jadi sat ini saya enga bisa ngelakuin apa apa,,,
7888,maksudku babak i ketika para pemain masih segar bld cukup frustrasi,,,
7889,�\(^▿^)/� jadi kalau tidak-mau tambah pusing jangan nonton film ini atau next mau nonton film kartun aje: despicable or monster inc :d,,,
7890,beh payah bet deh ah haha iyaklah,,,
7891,dok kalau ada udara di gi track bahaya tidak-sih,,,
7892,selamat ulang tahun aji bonbon yang gendut kaya doraemon! semoga kurus ya ji! hahahahaha,,,
7893,kucoba tersenyum sat kay pergi lara hati #spikquestions lagu yang mengambarkan suasana hati kamu sat ini,,,
7894,haha kampretos berarti tidak-ada ramalan ke depan itu tndanya 'cukup' sampai hari ini ) ko kosong,,,
7895,berisik digroup susah tidur,,,
7896,perut sudah enga sabar nungu masakan mama matang :s,,,
7897,kaya rambut :drt rontok deh nih badan (├_✣�),,,
7898,hati-hati di jalan ya ma semoga cepat sampai jakarta dengan selamat kangenmama#,,,
7899,semangat jatuh di tpa dan matdas alhamdulilah yang lain sudah cukup,,,
7900,agustus : keras kepala materialistis pasif ramah & sabar praktis dan setia memiliki jiwa toleransi,,,
7901,selamat pagi☀ semoga hari ini agak indah ☺,,,
7902,halo tansan :) gimana kabarnya hari ini istimewa tidak-nih,,,
7903,cerita nya nyanyi nih min rindu ini takan terobati jika tak melihatmu~ #mingik,,,
7904,senang sih tapi kurang lama :(,,,
7905,lahir pada tangal 31: suka bercanda romantis tidak-tegan mandiri ramah,,,
7906,kasihan wan klise banget-_- hahaha hus makin banyak yang ldr jkt-dubai eahahaha~,,,
7907,ciyeh selamat {} fatin poyah lah haha,,,
7908,setuju pasti si pegel tangan balesin ucapan selamat hm,,,
